choco_bar_name,company_name,rating,comapany_loc,cocoa_perc,bean_type,bean_origin,company_flavor,CQ,sweetness,acidity,bitterness,roast,intensity,complexity,structure,length,appearance,aroma,mouthfeel,flavor,quality
Ocumare 72,Idilio,4.5,Switzerland,72.0,Criollo,Venezuela,Twang,46.0,44.0,77.0,41.0,69.0,82.0,71.0,66.0,54.0,94.0,84.0,94.7,91.6,90.5
Ocumare w/ Nibs  ,Idilio,3.5,Switzerland,72.0,Criollo,Venezuela,Earthen,61.0,38.0,31.0,71.0,69.0,74.0,52.0,66.0,54.0,74.0,83.0,87.3,86.4,82.0
71%,El Ceibo,4.0,Bolivia,71.0,Beniano,Bolivia,Crossover,51.0,50.0,69.0,66.0,49.0,87.0,82.0,76.0,73.0,58.0,84.0,80.7,93.4,91.5
Peru 100,Zotter,5.0,Austria,100.0,Hybrid,Peru,Naked,38.0,29.0,24.0,71.0,54.0,58.0,52.0,81.0,78.0,92.0,87.0,94.0,96.6,97.0
Original Seeds,Nahualli,2.5,USA,,possibly,Ecuador,Sugar,71.0,80.0,46.0,18.0,77.0,68.0,62.0,51.0,54.0,90.0,94.0,88.0,77.6,61.5
Organic Seeds,Nahualli,3.5,USA,,semi-,Ecuador,Fruits,72.0,67.0,48.0,21.0,77.0,79.0,62.0,64.0,51.0,92.0,78.0,88.0,89.0,79.5
Iara 90,Hotel Chocolat,4.5,UK,90.0,Nacional,Ecuador,Naked,78.0,39.0,29.0,34.0,76.0,70.0,31.0,82.0,77.0,88.0,87.0,87.3,93.8,91.0
Patanemo,Mast Brothers,4.0,USA,81.0,Criollo,Venezuela,Spices,61.0,34.0,13.0,48.0,76.0,57.0,29.0,81.0,64.0,74.0,79.0,84.0,93.6,87.0
RABOT ESTATE:65%70%,Hotel Chocolat,3.5,UK,,Criollo,St. Lucia,Sugar,67.0,36.0,22.0,34.0,53.0,68.0,46.0,73.0,72.0,88.0,81.0,80.0,87.2,80.5
Rabot Dark-Milk 70%,Hotel Chocolat,1.5,UK,70.0,Criollo,St. Lucia,Earthen,44.0,34.0,16.0,63.0,77.0,69.0,52.0,41.0,70.0,84.0,81.0,35.3,69.6,63.0
Venezuela 2010,Pralus,3.5,France,75.0,Criollo,Venezuela,Naked,94.0,44.0,13.0,5.0,91.0,77.0,32.0,80.0,68.0,92.0,84.0,71.3,89.8,82.5
Tenende,Askinosie,5.0,USA,72.0,Hybrid,Tanzania,Twang,53.0,56.0,97.0,64.0,33.0,0.0,72.0,71.0,83.0,96.0,83.0,88.0,95.2,95.5
Peru 70-16,Zotter,5.0,Austria,70.0,Amazon,Peru,Naked,92.0,61.0,19.0,31.0,44.0,70.0,29.0,95.0,76.0,90.0,84.0,97.3,96.0,97.5
Peru 70-20,Zotter,5.0,Austria,70.0,Amazon,Peru,Naked,96.0,63.0,14.0,21.0,44.0,56.0,15.0,95.0,71.0,84.0,84.0,91.3,97.2,99.5
Oialla,Bojesen,4.5,Denmark,70.0,Beniano,Bolivia,Fruits,71.0,62.0,29.0,22.0,48.0,64.0,31.0,89.0,82.0,68.0,91.0,82.0,94.4,90.5
Bolivien 70,Zotter,4.0,Austria,70.0,Beniano,Bolivia,Naked,78.0,54.0,33.0,34.0,62.0,65.0,48.0,81.0,76.0,86.0,86.0,82.0,92.2,89.5
Bolivien 50,Zotter,5.0,Austria,50.0,Beniano,Bolivia,Crossover,66.0,59.0,39.0,27.0,62.0,76.0,81.0,98.0,79.0,82.0,95.0,92.0,96.4,97.0
Bolivien 90,Zotter,3.0,Austria,90.0,Beniano,Bolivia,Earthen,29.0,17.0,24.0,81.0,65.0,79.0,44.0,61.0,84.0,90.0,88.0,82.7,78.4,80.0
Vinces,República del Cacao,0.5,Ecuador,75.0,CCN-51,Ecuador,Naked,51.0,29.0,33.0,67.0,76.0,71.0,26.0,14.0,71.0,56.0,65.0,62.0,59.8,53.0
Esmeraldas ,República del Cacao,2.5,Ecuador,75.0,Esmeraldas,Ecuador,Spices,32.0,34.0,41.0,46.0,69.0,76.0,65.0,72.0,79.0,64.0,89.0,64.7,80.4,69.0
Ben Tre,Scharffen Berger,3.5,USA,72.0,T,Vietnam,Fruits,58.0,62.0,78.0,33.0,45.0,49.0,66.0,61.0,64.0,84.0,78.0,76.0,88.2,87.5
Amina ,Scharffen Berger,4.5,USA,65.0,mite,Madagascar,Fruits,62.0,67.0,56.0,31.0,60.0,69.0,78.0,83.0,71.0,100.0,88.0,79.3,92.4,93.5
Camahogne,Scharffen Berger,4.0,USA,68.0,Amazon,Grenada,Crossover,76.0,61.0,50.0,38.0,54.0,72.0,76.0,79.0,77.0,82.0,78.0,77.3,92.8,92.5
Urrutia,Idilio,3.5,Switzerland,70.0,Carenero,Venezuela,Naked,58.0,51.0,34.0,23.0,71.0,55.0,42.0,88.0,76.0,94.0,81.0,76.0,89.2,86.0
Amazonas,Idilio,5.0,Switzerland,72.0,Playa,Venezuela,Naked,84.0,59.0,46.0,44.0,65.0,76.0,53.0,93.0,81.0,100.0,87.0,92.0,92.8,96.0
Amazonas with Nibs,Idilio,4.5,Switzerland,72.0,Playa,Venezuela,Naked,86.0,48.0,34.0,41.0,66.0,78.0,31.0,82.0,81.0,90.0,86.0,87.3,91.4,92.0
Urrutia w/ Nibs,Idilio,5.0,Switzerland,70.0,Carenero,Venezuela,Crossover,78.0,55.0,52.0,46.0,81.0,79.0,58.0,90.0,84.0,88.0,83.0,96.7,95.8,95.0
Peru 60,Zotter,4.0,Austria,60.0,Blend,Peru,Spices,31.0,80.0,62.0,23.0,52.0,56.0,44.0,48.0,59.0,76.0,87.0,80.7,89.2,90.0
Peru 40,Zotter,4.5,Austria,40.0,some,Peru,Naked,38.0,82.0,36.0,32.0,45.0,64.0,51.0,88.0,70.0,96.0,90.0,88.0,90.8,94.5
Cusco,Bonnat,3.5,France,75.0,Amazon,Peru,Naked,81.0,59.0,26.0,16.0,72.0,44.0,29.0,95.0,98.0,100.0,78.0,84.0,88.0,87.0
Piura Blanco,Bonnat,2.5,France,75.0,Nacional,Peru,Naked,76.0,46.0,29.0,34.0,71.0,45.0,30.0,66.0,69.0,96.0,86.0,78.7,75.4,79.5
Libânio   ,Bonnat,2.5,France,75.0,Amazon,Brazil,Earthen,68.0,30.0,34.0,44.0,65.0,61.0,26.0,33.0,58.0,78.0,78.0,87.3,77.4,71.0
Chuao Village,Bonnat,4.5,France,75.0,Criollo,Venezuela,Naked,81.0,49.0,42.0,30.0,71.0,60.0,53.0,79.0,76.0,88.0,90.0,87.3,91.8,90.0
Cuba,Bonnat,4.0,France,75.0,Trinitario,Cuba,Fruits,74.0,48.0,41.0,32.0,62.0,61.0,60.0,69.0,76.0,96.0,82.0,82.7,90.4,92.0
Haiti,Bonnat,3.5,France,75.0,Hybrid,Haiti,Crossover,77.0,52.0,44.0,37.0,66.0,62.0,54.0,71.0,76.0,78.0,72.0,88.0,89.4,87.5
Madagascar 100% Criollo,Bonnat,3.0,France,75.0,Criollo,Madagascar,Naked,48.0,56.0,24.0,15.0,64.0,34.0,31.0,53.0,57.0,92.0,89.0,78.7,8.0,76.0
