choco_bar_name,company_name,company_loc,rating,cocoa_perc,CQ,sweetness,acidity,bitterness,roast,intensity,complexity,structure,length,appearance,aroma,mouthfeel,flavor,quality
70% Balinese,Middlebury Chocolates,USA,0.5,70.0,34.0,44.0,20.0,48.0,76.0,79.0,34.0,26.0,61.0,82.0,54.0,64.7,58.6,44.0
65% House Blend,Middlebury Chocolates,USA,2.5,65.0,44.0,64.0,31.0,26.0,58.0,62.0,55.0,60.0,64.0,78.0,81.0,79.3,79.4,77.5
70% La Red,Fruition,USA,4.0,70.0,54.0,46.0,42.0,29.0,72.0,76.0,76.0,72.0,78.0,92.0,84.0,84.0,90.0,86.5
100%,Fruition,USA,1.5,100.0,14.0,11.0,24.0,79.0,57.0,92.0,31.0,28.0,76.0,96.0,67.0,80.7,62.8,69.5
San Martin 70%,Fruition,USA,3.5,70.0,58.0,54.0,43.0,36.0,51.0,47.0,46.0,62.0,60.0,94.0,70.0,80.7,88.4,81.0
Deepest Dark,Fearless,USA,3.5,85.0,56.0,27.0,33.0,45.0,34.0,69.0,46.0,46.0,76.0,76.0,78.0,89.3,88.4,77.5
Toasted White,Fruition,USA,5.0,38.0,10.0,79.0,15.0,19.0,46.0,54.0,52.0,86.0,71.0,74.0,95.0,88.0,95.2,94.0
Superfruit,Fearless,USA,1.5,70.0,22.0,49.0,93.0,64.0,34.0,84.0,59.0,37.0,76.0,66.0,79.0,68.0,68.0,69.0
Lâm Đồng,Marou,Vietnam,4.0,74.0,83.0,63.0,42.0,46.0,76.0,77.0,68.0,76.0,72.0,94.0,74.0,80.7,94.4,89.5
Peru Nacional,Naive,Lithuania,3.5,78.0,62.0,46.0,12.0,24.0,73.0,34.0,37.0,64.0,62.0,80.0,89.0,89.3,87.8,83.5
Trinidad & Tobago,Naive,Lithuania,3.0,70.0,76.0,51.0,29.0,31.0,34.0,65.0,34.0,62.0,76.0,68.0,86.0,79.3,87.4,75.5
Trincheras 95%,Rózsavölgyi,Hungary,4.5,95.0,34.0,30.0,21.0,48.0,59.0,68.0,50.0,76.0,78.0,96.0,92.0,86.7,90.4,90.0
Rio Caribe 76%,Rózsavölgyi,Hungary,4.0,76.0,84.0,48.0,21.0,24.0,61.0,76.0,31.0,88.0,66.0,98.0,80.0,82.0,91.0,81.5
Milk Chocolate Java / PNG,Naive,Lithuania,4.0,53.0,36.0,52.0,16.0,22.0,64.0,55.0,76.0,69.0,79.0,80.0,92.0,80.7,92.6,89.5
Sur del Lago,Rózsavölgyi,Hungary,4.0,84.0,71.0,29.0,17.0,58.0,55.0,68.0,59.0,70.0,68.0,96.0,87.0,80.0,92.6,90.5
Liberia,Mānoa,USA,2.0,72.0,56.0,51.0,25.0,76.0,46.0,52.0,46.0,34.0,45.0,74.0,87.0,84.0,65.6,62.0
Madagascar 72%,Rózsavölgyi,Hungary,3.5,72.0,41.0,56.0,76.0,34.0,44.0,48.0,55.0,36.0,78.0,82.0,87.0,74.7,89.6,78.0
Cacao Criollo,Rózsavölgyi,Hungary,5.0,71.0,42.0,71.0,46.0,36.0,44.0,50.0,76.0,80.0,76.0,100.0,90.0,85.3,94.6,92.5
Porcelana du Pérou,Alain Ducasse,France,1.0,75.0,45.0,40.0,76.0,76.0,55.0,76.0,29.0,14.0,68.0,90.0,57.0,94.0,55.6,53.0
Chuao 75%,Alain Ducasse,France,0.5,75.0,36.0,22.0,24.0,76.0,81.0,63.0,29.0,17.0,57.0,86.0,51.0,82.7,47.6,28.0
Chuao,Chapon,France,4.0,75.0,71.0,55.0,33.0,26.0,79.0,76.0,38.0,70.0,76.0,86.0,90.0,84.0,89.6,85.5
Alto Piura,Marcolini,Belgium,3.0,85.0,47.0,39.0,28.0,61.0,46.0,64.0,34.0,47.0,61.0,64.0,80.0,88.7,84.2,78.5
Dulcey,Valrhona,France,3.0,32.0,22.0,78.0,13.0,31.0,70.0,63.0,47.0,76.0,68.0,86.0,75.0,84.0,85.6,73.5
Java 75%,Alain Ducasse,France,0.0,75.0,11.0,14.0,76.0,92.0,0.0,81.0,15.0,5.0,76.0,80.0,43.0,80.0,28.4,15.5
80% Belize,Middlebury Chocolates,USA,2.5,80.0,31.0,26.0,61.0,76.0,48.0,76.0,47.0,33.0,66.0,86.0,79.0,81.3,79.0,73.5
75% Dominican,Middlebury Chocolates,USA,3.0,75.0,29.0,52.0,34.0,34.0,47.0,64.0,46.0,42.0,61.0,84.0,86.0,82.7,80.4,74.5
Criollo Dominican,Cacao Prieto,USA,4.0,72.0,11.0,70.0,51.0,22.0,54.0,34.0,60.0,65.0,67.0,76.0,76.0,81.3,93.8,91.0
Maunawili,Mānoa,USA,2.0,72.0,11.0,76.0,70.0,41.0,56.0,76.0,61.0,23.0,69.0,64.0,85.0,85.3,73.2,60.5
Waiahole,Mānoa,USA,3.0,72.0,10.0,44.0,86.0,36.0,34.0,51.0,32.0,37.0,71.0,84.0,78.0,88.0,83.8,75.5
Java Lacté,Alain Ducasse,France,2.5,45.0,20.0,66.0,33.0,43.0,78.0,68.0,52.0,41.0,76.0,82.0,69.0,84.7,81.8,76.0
Juliana,Bonnat,France,4.0,75.0,65.0,61.0,34.0,42.0,68.0,56.0,72.0,74.0,69.0,70.0,90.0,94.7,90.0,89.0
Cuba,Chapon,France,3.5,75.0,89.0,58.0,24.0,36.0,81.0,69.0,29.0,77.0,71.0,78.0,80.0,85.3,89.4,85.5
Oriente Cuba,Marcolini,Belgium,3.5,78.0,76.0,64.0,34.0,7.0,60.0,55.0,31.0,72.0,46.0,72.0,78.0,87.3,89.8,82.5
Papouasie Nouvelle Guinée,Alain Ducasse,France,2.0,75.0,28.0,53.0,51.0,46.0,76.0,66.0,38.0,21.0,55.0,64.0,56.0,89.3,70.2,63.5
"Haut Penja, Cameroun",Marcolini,Belgium,3.5,70.0,62.0,64.0,14.0,11.0,60.0,34.0,22.0,78.0,47.0,72.0,78.0,92.7,86.0,81.5
Bourbon Cask Aged,Raaka,USA,4.0,82.0,18.0,41.0,32.0,36.0,31.0,66.0,80.0,71.0,89.0,72.0,79.0,93.3,90.2,90.0
Madagascar Lacté,Alain Ducasse,France,3.5,45.0,9.0,76.0,14.0,27.0,62.0,47.0,30.0,66.0,29.0,92.0,71.0,85.3,88.6,85.5
São Tomé,Alain Ducasse,France,2.5,75.0,20.0,21.0,19.0,72.0,55.0,64.0,25.0,36.0,52.0,78.0,80.0,80.7,77.4,71.0
Barba,Friis Holm,Denmark,1.5,70.0,24.0,28.0,16.0,66.0,57.0,61.0,15.0,11.0,56.0,88.0,73.0,87.3,60.8,51.0
Johe,Friis Holm,Denmark,1.5,70.0,30.0,60.0,11.0,41.0,52.0,56.0,15.0,34.0,55.0,80.0,77.0,86.0,63.4,61.5
Medagla,Friis Holm,Denmark,3.0,70.0,32.0,54.0,34.0,42.0,66.0,68.0,31.0,64.0,76.0,86.0,81.0,90.0,82.8,77.5
Rugoso,Friis Holm,Denmark,4.0,70.0,23.0,68.0,22.0,16.0,47.0,25.0,28.0,78.0,56.0,82.0,78.0,89.3,90.4,88.0
Ivoire,Bonnat,France,4.0,40.0,54.0,44.0,22.0,34.0,66.0,63.0,55.0,76.0,51.0,84.0,75.0,95.3,90.2,89.5
Dark Blend,Friis Holm,Denmark,2.5,65.0,48.0,44.0,34.0,49.0,61.0,65.0,34.0,32.0,56.0,88.0,80.0,82.0,80.2,75.0
Maragnan,Bonnat,France,4.0,75.0,48.0,37.0,33.0,25.0,68.0,38.0,44.0,70.0,64.0,84.0,84.0,82.0,91.0,88.5
Guadalcanal,Zokoko,Australia,4.5,78.0,40.0,32.0,18.0,15.0,54.0,47.0,26.0,86.0,90.0,96.0,79.0,89.3,91.4,91.0
Pichanaki,Hotel Chocolat,UK,3.0,100.0,24.0,22.0,16.0,33.0,79.0,46.0,34.0,51.0,47.0,80.0,71.0,90.7,83.6,76.0
Pablino,A. Morin,France,2.5,63.0,27.0,46.0,79.0,71.0,66.0,69.0,46.0,24.0,76.0,82.0,75.0,78.0,76.8,68.5
Dominican 70% Guananico,Fruition,USA,4.5,70.0,54.0,76.0,58.0,41.0,68.0,66.0,80.0,83.0,76.0,90.0,80.0,89.3,93.2,90.5
SAINT LUCIA 100% DARKS:Island BlendRabot Estate,Hotel Chocolat,UK,4.0,100.0,41.0,36.0,5.0,72.0,67.0,62.0,30.0,69.0,76.0,80.0,84.0,87.3,89.6,88.0
Saint Lucia Marcial,Hotel Chocolat,UK,4.5,70.0,26.0,34.0,32.0,24.0,54.0,59.0,82.0,76.0,73.0,84.0,89.0,80.0,94.2,89.5
Grenade 70%,A. Morin,France,2.5,70.0,34.0,37.0,40.0,38.0,54.0,61.0,41.0,58.0,76.0,72.0,82.0,76.7,83.4,74.5
Trinidad,Hotel Chocolat,UK,3.5,75.0,34.0,42.0,31.0,39.0,62.0,52.0,54.0,61.0,70.0,78.0,84.0,81.3,89.8,87.0
Vietnam,Hotel Chocolat,UK,2.5,80.0,27.0,41.0,90.0,38.0,52.0,86.0,34.0,46.0,76.0,76.0,83.0,76.0,79.4,71.0
80%,SPAGnVOLA,USA,2.5,80.0,76.0,44.0,12.0,54.0,58.0,52.0,16.0,72.0,47.0,70.0,70.0,72.0,85.2,75.5
70%,SPAGnVOLA,USA,3.0,70.0,72.0,48.0,22.0,36.0,76.0,60.0,27.0,80.0,58.0,74.0,78.0,84.7,85.8,76.5
The Nēnē,Lonohana,USA,4.0,71.0,49.0,44.0,41.0,60.0,74.0,66.0,71.0,78.0,76.0,70.0,78.0,87.3,90.8,90.0
'Alae 'Ula,Lonohana,USA,4.5,68.0,46.0,44.0,41.0,37.0,73.0,66.0,76.0,87.0,81.0,82.0,82.0,92.7,90.6,92.5
Ecuador Balao,Woodblock,USA,3.5,70.0,77.0,43.0,40.0,27.0,58.0,78.0,70.0,72.0,79.0,84.0,83.0,83.3,89.6,85.0
Venezuela Ocumare,Woodblock,USA,2.5,70.0,76.0,34.0,21.0,44.0,80.0,61.0,19.0,24.0,55.0,74.0,79.0,78.7,82.0,71.0
Trinidad Gran Couva,Woodblock,USA,1.5,70.0,20.0,72.0,18.0,44.0,62.0,58.0,17.0,36.0,56.0,70.0,77.0,86.0,65.2,61.5
Madagascar Sambirano,Woodblock,USA,4.0,70.0,25.0,58.0,79.0,42.0,58.0,76.0,61.0,72.0,78.0,82.0,86.0,83.3,92.2,89.5
La Tronca,Vintage Plantations,USA,3.5,90.0,54.0,38.0,15.0,24.0,53.0,34.0,22.0,76.0,58.0,58.0,93.0,87.3,88.0,81.0
Salt,Woodblock,USA,4.0,70.0,48.0,34.0,26.0,29.0,64.0,62.0,41.0,79.0,76.0,84.0,78.0,82.0,91.0,86.5
Salt & Nibs,Woodblock,USA,4.0,70.0,41.0,34.0,44.0,31.0,61.0,62.0,71.0,85.0,76.0,92.0,84.0,91.3,90.8,88.0
Java East Region Milk,Hotel Chocolat,UK,3.5,74.0,46.0,39.0,31.0,41.0,80.0,55.0,66.0,76.0,61.0,86.0,78.0,80.0,90.8,81.0
Davao:100% 65%,Malagos,Philippines,3.0,65.0,34.0,82.0,36.0,25.0,56.0,43.0,48.0,52.0,61.0,76.0,73.0,82.0,88.2,77.5
Peru 85%,Malmö Chokladfabrik,Sweden,2.0,85.0,36.0,34.0,22.0,64.0,61.0,56.0,18.0,38.0,70.0,76.0,82.0,69.3,77.6,67.5
Ecuador 70%,Malmö Chokladfabrik,Sweden,4.0,70.0,76.0,60.0,14.0,11.0,72.0,38.0,27.0,82.0,68.0,70.0,93.0,90.7,90.2,81.5
Chuao,Malmö Chokladfabrik,Sweden,4.5,70.0,81.0,58.0,23.0,36.0,61.0,65.0,32.0,93.0,69.0,86.0,91.0,80.0,94.4,89.5
Master Blend 70%,Malmö Chokladfabrik,Sweden,4.0,70.0,81.0,51.0,31.0,22.0,60.0,66.0,47.0,89.0,76.0,80.0,89.0,84.7,91.6,88.0
Peru 40% Latte,C-AMARO,Italy,1.5,40.0,21.0,76.0,22.0,46.0,70.0,44.0,31.0,30.0,59.0,64.0,87.0,57.3,70.4,62.0
Lingonberry,Malmö Chokladfabrik,Sweden,3.0,65.0,38.0,79.0,82.0,21.0,51.0,76.0,34.0,54.0,60.0,78.0,82.0,78.7,83.8,76.5
Milk Chocolate 45%,Malmö Chokladfabrik,Sweden,1.5,45.0,16.0,76.0,26.0,20.0,42.0,28.0,31.0,24.0,54.0,58.0,70.0,60.7,76.8,61.0
El Vigía,Soma,Canada,3.5,70.0,30.0,62.0,39.0,23.0,51.0,66.0,60.0,64.0,76.0,78.0,87.0,83.3,89.6,80.0
100% Cacao,Holy Cacao,Israel,4.0,100.0,41.0,34.0,33.0,41.0,52.0,76.0,55.0,68.0,84.0,88.0,88.0,92.7,88.2,86.5
90%80%,Holy Cacao,Israel,3.5,90.0,40.0,46.0,36.0,38.0,76.0,69.0,50.0,82.0,79.0,84.0,77.0,90.0,86.6,80.0
72%,Holy Cacao,Israel,2.5,72.0,70.0,48.0,34.0,67.0,76.0,62.0,34.0,55.0,51.0,84.0,70.0,82.0,81.4,75.0
Cacao Bisiesto,French Broad,USA,3.5,68.0,58.0,58.0,36.0,40.0,71.0,55.0,50.0,76.0,63.0,92.0,71.0,82.7,89.6,87.0
70% Dominican,Holy Cacao,Israel,4.0,70.0,44.0,48.0,46.0,41.0,76.0,68.0,78.0,66.0,77.0,94.0,60.0,81.3,93.6,88.0
Crazy 88,Soma,Canada,3.5,88.0,46.0,50.0,54.0,41.0,62.0,70.0,76.0,68.0,71.0,74.0,72.0,86.7,88.6,87.5
Milk Chocolate & Nibs,Holy Cacao,Israel,4.0,45.0,46.0,68.0,18.0,21.0,76.0,81.0,51.0,90.0,76.0,78.0,84.0,90.7,91.8,88.5
Morogoro,Domori,Italy,3.0,70.0,21.0,36.0,25.0,54.0,66.0,52.0,40.0,44.0,76.0,84.0,84.0,77.3,84.8,77.0
70%,Emerald Estate,St.,3.0,70.0,58.0,46.0,36.0,34.0,78.0,76.0,53.0,48.0,73.0,78.0,73.0,77.3,88.0,77.0
60%,Emerald Estate,St.,2.0,60.0,26.0,78.0,31.0,26.0,78.0,46.0,41.0,34.0,76.0,76.0,75.0,73.3,74.4,68.0
217,Fresco,USA,4.0,70.0,58.0,61.0,54.0,36.0,81.0,46.0,72.0,56.0,62.0,98.0,77.0,95.3,90.2,86.0
212,Fresco,USA,4.0,72.0,26.0,54.0,62.0,30.0,21.0,55.0,67.0,61.0,78.0,94.0,78.0,80.0,91.2,89.0
Tingo Maria 70%,Shattell,Peru,2.0,70.0,36.0,41.0,38.0,36.0,58.0,55.0,58.0,34.0,67.0,74.0,80.0,72.0,73.2,64.0
Satipo,Shattell,Peru,2.0,75.0,41.0,54.0,26.0,45.0,62.0,40.0,44.0,17.0,71.0,92.0,89.0,54.7,76.8,70.5
Chuncho,Shattell,Peru,3.5,75.0,54.0,51.0,44.0,34.0,48.0,58.0,62.0,46.0,64.0,78.0,90.0,70.0,91.6,86.0
Grenada,Barsmiths™ Chocolate,USA,4.0,75.0,59.0,53.0,36.0,26.0,47.0,49.0,44.0,70.0,64.0,90.0,91.0,80.0,89.8,88.0
White Chocolate,Holy Cacao,Israel,3.0,32.0,52.0,54.0,18.0,28.0,59.0,64.0,66.0,61.0,71.0,68.0,71.0,80.0,89.0,82.0
Raw 80%,Zotter,Austria,2.5,80.0,29.0,60.0,24.0,46.0,1.0,55.0,29.0,32.0,58.0,84.0,78.0,79.3,76.6,73.5
Nicaragua,OrganicFair,Canada,2.5,72.0,41.0,44.0,24.0,31.0,76.0,47.0,30.0,36.0,43.0,78.0,77.0,76.7,77.4,67.0
Peru Nacional,Ritual,USA,4.5,72.0,20.0,76.0,58.0,26.0,34.0,44.0,76.0,83.0,47.0,82.0,90.0,88.0,93.4,90.0
Nicaragua 75%,Barsmiths™ Chocolate,USA,3.0,75.0,58.0,48.0,25.0,36.0,68.0,57.0,34.0,62.0,56.0,92.0,68.0,88.0,84.0,76.5
Equateur Hacienda Rio Peripa 73%,Benoit Nihant,Belgium,3.0,73.0,22.0,43.0,39.0,31.0,46.0,54.0,52.0,56.0,51.0,70.0,83.0,72.7,89.4,79.5
Fèves de Tonka,Benoit Nihant,Belgium,3.5,73.0,20.0,48.0,46.0,36.0,51.0,64.0,81.0,67.0,76.0,80.0,82.0,73.3,90.8,85.5
Cuyagua Village,Benoit Nihant,Belgium,2.5,74.0,82.0,30.0,19.0,61.0,85.0,60.0,31.0,54.0,52.0,94.0,75.0,81.3,80.8,75.0
Treasure Island,Marou,Vietnam,3.5,75.0,58.0,48.0,29.0,26.0,64.0,54.0,67.0,76.0,72.0,88.0,86.0,82.0,90.0,80.5
Raw Arriba,Szántó Tibor,Hungary,2.0,70.0,27.0,38.0,32.0,61.0,5.0,48.0,36.0,30.0,57.0,80.0,59.0,77.3,74.6,69.0
Peru Grand Cru,Szántó Tibor,Hungary,2.5,70.0,28.0,34.0,36.0,64.0,11.0,52.0,30.0,26.0,56.0,78.0,72.0,79.3,78.0,73.5
Hispaniola,Szántó Tibor,Hungary,2.5,70.0,29.0,36.0,38.0,36.0,30.0,51.0,49.0,41.0,50.0,74.0,71.0,77.3,82.8,75.0
Tiên Giang,Marcolini,Belgium,2.0,75.0,28.0,36.0,52.0,61.0,76.0,54.0,30.0,29.0,56.0,72.0,78.0,80.0,70.4,62.0
Jamaica,Szántó Tibor,Hungary,2.5,70.0,32.0,44.0,30.0,76.0,82.0,50.0,41.0,34.0,56.0,60.0,62.0,78.7,83.2,77.0
Nicaragua,Szántó Tibor,Hungary,3.0,70.0,78.0,51.0,21.0,23.0,47.0,41.0,22.0,76.0,56.0,52.0,87.0,76.0,85.8,75.5
Tân Phú Đông 85%,Marou,Vietnam,1.5,85.0,52.0,44.0,38.0,76.0,56.0,62.0,48.0,34.0,63.0,84.0,86.0,87.3,64.6,58.5
Tân Phú Đông 75%,Marou,Vietnam,3.5,75.0,70.0,44.0,28.0,24.0,56.0,51.0,44.0,76.0,60.0,88.0,80.0,83.3,89.6,80.5
Tân Phú Đông 65%,Marou,Vietnam,3.5,65.0,56.0,72.0,17.0,15.0,56.0,42.0,34.0,62.0,49.0,90.0,78.0,82.0,87.4,82.0
Vanuatu,Daintree Estates,Australia,1.0,68.0,24.0,76.0,26.0,71.0,82.0,44.0,26.0,30.0,61.0,68.0,59.0,68.7,70.2,47.0
Solomon Islands,Daintree Estates,Australia,3.0,68.0,38.0,49.0,32.0,64.0,76.0,46.0,44.0,42.0,61.0,68.0,76.0,88.7,85.4,78.5
Honduras,Szántó Tibor,Hungary,2.0,70.0,26.0,34.0,32.0,62.0,31.0,41.0,39.0,34.0,46.0,76.0,78.0,70.7,75.8,68.0
Madagascar Fall,Szántó Tibor,Hungary,4.0,70.0,36.0,48.0,76.0,40.0,32.0,58.0,61.0,57.0,65.0,94.0,84.0,82.7,90.4,88.5
Madagascar Spring,Szántó Tibor,Hungary,2.5,70.0,29.0,32.0,26.0,44.0,44.0,41.0,36.0,59.0,56.0,80.0,89.0,83.3,78.6,75.0
House Blend,Szántó Tibor,Hungary,4.0,70.0,82.0,61.0,23.0,17.0,61.0,34.0,36.0,91.0,68.0,94.0,83.0,84.0,89.8,87.0
Loma Sotavento,Valrhona,France,3.5,64.0,76.0,78.0,36.0,34.0,68.0,32.0,47.0,66.0,53.0,94.0,79.0,91.3,88.0,79.0
JAMAICA:Bachelor's HallSt. Thomas Parish,Soma,Canada,4.0,70.0,46.0,72.0,44.0,16.0,50.0,64.0,42.0,72.0,56.0,78.0,82.0,88.7,89.6,88.0
Peru Nacional,Soma,Canada,2.5,70.0,61.0,37.0,22.0,54.0,76.0,56.0,30.0,38.0,58.0,82.0,78.0,88.0,76.0,68.5
Dark Bar,Chocolate Conspiracy,USA,2.5,74.0,47.0,38.0,34.0,31.0,5.0,46.0,34.0,32.0,55.0,80.0,72.0,72.0,77.2,76.5
Honduras,indi,USA,2.5,77.0,64.0,27.0,21.0,76.0,76.0,69.0,28.0,46.0,54.0,88.0,69.0,84.7,78.8,73.0
Venezuela 70% Amazonas,Solstice,USA,2.5,70.0,77.0,39.0,24.0,78.0,70.0,73.0,41.0,56.0,62.0,80.0,75.0,78.0,78.8,70.5
Porcelana,Rogue,USA,3.5,80.0,34.0,32.0,22.0,54.0,55.0,47.0,38.0,61.0,57.0,96.0,83.0,74.0,88.6,90.0
Ecuador Camino Verde,Dick Taylor,USA,4.0,76.0,50.0,32.0,18.0,44.0,62.0,64.0,54.0,76.0,66.0,92.0,79.0,82.7,93.0,90.0
3 Amigos,Soma,Canada,4.0,70.0,83.0,41.0,36.0,44.0,76.0,60.0,76.0,80.0,76.0,84.0,88.0,86.7,91.2,84.0
Wasatch,Solstice,USA,3.5,70.0,72.0,42.0,37.0,34.0,36.0,59.0,68.0,77.0,76.0,86.0,78.0,81.3,89.6,85.0
Eastern Promises,Soma,Canada,2.5,70.0,44.0,46.0,40.0,88.0,71.0,66.0,62.0,34.0,76.0,88.0,71.0,85.3,78.4,73.0
Ghana Forestero,Brasstown,USA,2.0,75.0,36.0,46.0,22.0,17.0,54.0,51.0,20.0,16.0,58.0,70.0,87.0,79.3,72.2,61.5
Ghana (Vanilla),Brasstown,USA,2.5,75.0,41.0,47.0,14.0,22.0,55.0,54.0,29.0,62.0,53.0,68.0,78.0,84.0,78.6,75.5
Venezuelan Extra Dark,Brasstown,USA,3.5,85.0,44.0,46.0,21.0,34.0,49.0,55.0,36.0,63.0,65.0,84.0,84.0,87.3,89.4,81.5
Peru Nacional & Volcanic Salt,Raaka,USA,2.5,70.0,23.0,71.0,33.0,36.0,5.0,48.0,42.0,44.0,66.0,92.0,72.0,82.7,80.2,76.5
Ghana Forestero Milk Chocolate,Brasstown,USA,3.5,45.0,28.0,54.0,21.0,34.0,55.0,58.0,51.0,66.0,70.0,94.0,74.0,78.7,88.0,82.5
Lapsang Souchong Chai,Raaka,USA,3.0,65.0,39.0,41.0,31.0,51.0,71.0,64.0,58.0,56.0,67.0,76.0,62.0,84.7,86.6,80.0
Madagascar,Amano,USA,2.5,70.0,42.0,57.0,78.0,26.0,52.0,73.0,58.0,44.0,72.0,78.0,79.0,71.3,76.4,73.0
Porcelana,Amedei,Italy,4.0,70.0,84.0,46.0,22.0,21.0,40.0,10.0,42.0,77.0,43.0,80.0,83.0,80.7,92.4,95.5
Equateur,Bonnat,France,3.0,75.0,76.0,51.0,46.0,77.0,76.0,82.0,77.0,84.0,78.0,100.0,64.0,75.3,80.6,85.5
Cuyagua,Amano,USA,3.5,70.0,76.0,69.0,55.0,35.0,56.0,60.0,61.0,50.0,34.0,72.0,69.0,78.7,89.4,89.5
Ocumare,Amano,USA,3.0,70.0,62.0,51.0,51.0,76.0,54.0,46.0,45.0,50.0,35.0,82.0,80.0,80.7,85.8,83.5
Chocolate w/ Almonds,Amedei,Italy,2.5,63.0,31.0,76.0,42.0,34.0,62.0,76.0,77.0,52.0,76.0,60.0,64.0,55.3,84.2,81.5
Toscano Brown,Amedei,Italy,3.5,32.0,31.0,76.0,24.0,41.0,76.0,52.0,53.0,60.0,77.0,92.0,81.0,81.3,86.4,88.0
Ecuador,Amedei,Italy,3.5,70.0,68.0,34.0,72.0,46.0,61.0,50.0,79.0,83.0,80.0,66.0,81.0,76.0,89.6,88.0
Grenada,Amedei,Italy,3.0,70.0,30.0,58.0,64.0,56.0,33.0,45.0,20.0,41.0,52.0,80.0,74.0,87.3,79.6,78.5
Jamaica,Amedei,Italy,3.0,70.0,53.0,32.0,34.0,76.0,77.0,80.0,78.0,59.0,82.0,82.0,79.0,84.0,82.0,81.0
Madagascar,Amedei,Italy,4.5,70.0,28.0,54.0,60.0,20.0,32.0,76.0,80.0,71.0,29.0,72.0,91.0,88.0,94.0,93.5
Trinidad,Amedei,Italy,3.5,70.0,46.0,78.0,69.0,67.0,28.0,54.0,60.0,63.0,61.0,74.0,81.0,85.3,88.0,90.0
Venezuela,Amedei,Italy,3.0,70.0,34.0,30.0,44.0,62.0,76.0,50.0,53.0,10.0,77.0,70.0,89.0,82.7,81.2,76.0
Toscano 63,Amedei,Italy,3.0,63.0,44.0,77.0,50.0,31.0,46.0,30.0,22.0,61.0,90.0,80.0,64.0,87.3,82.4,81.5
Toscano 66,Amedei,Italy,3.5,66.0,52.0,60.0,33.0,28.0,62.0,60.0,77.0,46.0,81.0,92.0,82.0,87.3,85.6,90.0
Toscano 70,Amedei,Italy,3.5,70.0,83.0,30.0,32.0,43.0,64.0,81.0,60.0,82.0,89.0,84.0,76.0,82.7,85.4,90.0
Toscano Blonde,Amedei,Italy,3.5,63.0,44.0,68.0,53.0,31.0,61.0,51.0,63.0,60.0,69.0,80.0,71.0,85.3,88.2,93.0
Toscano Red,Amedei,Italy,2.5,70.0,31.0,76.0,69.0,33.0,43.0,40.0,29.0,54.0,80.0,92.0,77.0,80.0,77.2,77.5
Chuao,Amedei,Italy,5.0,70.0,86.0,35.0,63.0,42.0,54.0,0.0,0.0,91.0,0.0,70.0,97.0,90.7,10.0,98.5
9,Amedei,Italy,3.5,75.0,76.0,41.0,69.0,20.0,63.0,60.0,81.0,69.0,41.0,100.0,81.0,84.0,86.2,85.0
Ceylan,Bonnat,France,3.5,75.0,44.0,43.0,53.0,39.0,70.0,61.0,76.0,64.0,42.0,82.0,76.0,80.0,86.0,86.5
Côte d'Ivoire,Bonnat,France,3.5,75.0,90.0,33.0,34.0,21.0,80.0,10.0,5.0,64.0,71.0,100.0,73.0,80.7,87.4,89.5
El Rosario,Bonnat,France,3.5,75.0,69.0,33.0,45.0,68.0,61.0,77.0,76.0,78.0,80.0,100.0,81.0,78.7,87.2,87.5
Soconusco,Askinosie,USA,3.0,75.0,66.0,42.0,71.0,34.0,35.0,52.0,55.0,43.0,68.0,100.0,83.0,69.3,83.4,82.5
Organic Dark,Blanxart,Spain,3.5,72.0,77.0,28.0,6.0,81.0,72.0,64.0,13.0,87.0,90.0,72.0,91.0,71.3,85.6,89.5
Asfarth,Bonnat,France,4.0,65.0,63.0,70.0,44.0,34.0,76.0,71.0,69.0,60.0,83.0,94.0,81.0,74.7,92.0,90.5
Java,Bonnat,France,2.5,65.0,45.0,50.0,65.0,35.0,75.0,80.0,70.0,45.0,70.0,82.0,62.0,84.0,83.2,76.0
Surabaya,Bonnat,France,3.0,65.0,43.0,39.0,48.0,44.0,63.0,56.0,76.0,51.0,80.0,82.0,54.0,74.7,86.6,86.0
San Jose del Tambo,Askinosie,USA,2.0,70.0,20.0,15.0,80.0,77.0,81.0,87.0,56.0,59.0,48.0,100.0,10.0,78.7,64.2,66.0
52%,Cacao Noel,France,1.5,52.0,71.0,69.0,8.0,11.0,70.0,24.0,12.0,66.0,48.0,80.0,61.0,65.3,69.6,70.5
Teyuna,Domori,Italy,2.5,70.0,27.0,35.0,78.0,60.0,23.0,77.0,51.0,42.0,61.0,76.0,83.0,80.7,74.8,76.0
Barrique,Domori,Italy,2.0,75.0,37.0,31.0,41.0,39.0,28.0,37.0,30.0,54.0,52.0,86.0,84.0,78.0,69.2,61.5
Esmeraldas,Domori,Italy,4.0,75.0,76.0,51.0,43.0,21.0,63.0,30.0,56.0,79.0,59.0,88.0,91.0,85.3,88.2,88.5
Papuandar,Domori,Italy,3.5,70.0,40.0,38.0,62.0,47.0,69.0,56.0,50.0,53.0,48.0,78.0,80.0,80.7,88.6,89.0
Milk,Callebaut,Belgium,1.5,32.0,39.0,82.0,14.0,12.0,67.0,48.0,11.0,80.0,58.0,84.0,51.0,78.7,67.2,70.5
Noir,Callebaut,Belgium,0.5,56.0,81.0,86.0,9.0,4.0,64.0,66.0,10.0,52.0,49.0,86.0,61.0,59.3,58.6,56.0
